Id,date,org,tld,ccs,bcced,mail_type,images,urls,salutations,designation,chars_in_subject,chars_in_body,label
3344,"Sat, 23 Jul 2016 10:06:37 +0000",paytmemail,com,0,0,multipart/alternative,30,78,0,0,56,17811,1
3345,"Mon, 29 Dec 2014 15:12:18 +0000 (UTC)",quora,com,0,0,multipart/alternative,0,10,1,0,97,3213,1
3346,"Tue, 09 Feb 2016 00:11:39 -0800 (PST)",quora,com,0,0,multipart/alternative,1,98,1,1,92,83403,1
3347,"Fri, 31 Mar 2017 18:33:11 +0000",flipkartletters,com,0,0,text/html,6,29,0,0,68,25469,1
3348,26 Feb 2013 12:19:22 -0500,maillist,codeproject.com,0,0,text/html,1,54,1,0,43,16124,0
3349,"Thu, 25 Oct 2018 10:53:47 +0530",iiitd,ac.in,0,0,multipart/alternative,2,16,1,0,49,9983,0
3350,"Sat, 18 Apr 2015 00:04:48 +0000",twitter,com,0,0,multipart/alternative,13,154,1,0,116,90952,1
3351,"Thu, 12 Jun 2014 00:03:10 +0000",youtube,com,0,0,multipart/alternative,23,77,0,0,98,55399,1
3352,"Mon, 21 May 2018 03:32:46 +0000",amazon,in,0,0,multipart/alternative,23,173,0,0,53,84823,1
3353,"Fri, 27 Oct 2017 13:23:22 +0000 (UTC)",udacity,com,0,0,multipart/alternative,14,51,0,1,50,82061,1
3354,"Thu, 15 Sep 2016 16:49:05 +0000",flipkartmail,com,0,0,text/html,6,89,0,0,86,47056,1
3355,"Mon, 24 Apr 2017 23:44:56 -0700 (PDT)",quora,com,0,0,multipart/alternative,12,108,1,1,122,100261,1
3356,"Fri, 20 Jul 2018 03:40:38 +0000",applemusic,com,0,0,multipart/alternative,40,78,0,0,40,35870,1
3357,"Sat, 10 Sep 2016 09:48:09 +0530",iiitd,ac.in,0,0,multipart/alternative,0,0,1,0,33,2987,0
3358,"Thu, 31 Mar 2016 21:38:12 +0530 (IST)",sampark,gov.in,0,0,text/html,26,58,0,0,24,32622,1
3359,"Sat, 08 Sep 2018 16:56:52 +0530",inoxmovies,com,0,0,multipart/alternative,1,7,0,0,68,2782,1
3360,"Mon, 8 Aug 2016 17:12:33 +0530",iiitd,ac.in,3,0,multipart/alternative,0,0,1,1,18,4857,0
3361,"Tue, 17 Oct 2017 14:48:55 +0000",redwolf,in,0,0,multipart/alternative,4,19,0,0,14,4594,1
3362,"Thu, 19 Jan 2017 03:40:08 -0000",crm,sdconnect.in,0,0,multipart/alternative,28,129,1,0,52,26179,1
3363,"Sun, 22 Oct 2017 14:02:57 -0400 (EDT)",edx,org,0,0,multipart/alternative,11,35,1,0,48,24884,1
3364,"Tue, 7 Aug 2018 06:37:35 +0000",mailer,netflix.com,0,0,multipart/alternative,13,61,0,0,45,41325,1
3365,"Tue, 13 Oct 2015 16:09:14 +0530",iiitd,ac.in,3,0,multipart/related,0,0,0,0,205,49030,0
3366,"Thu, 9 Jun 2016 00:27:51 +0000",amazon,in,0,0,multipart/mixed,0,0,0,0,38,4,1
3367,"Mon, 08 Feb 2016 21:50:53 +0000 (UTC)",quora,com,0,0,multipart/alternative,1,15,1,0,183,13672,1
3368,"Tue, 22 Aug 2017 22:01:34 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,7,26,0,0,43,20947,1
3369,"Wed, 7 Dec 2016 11:19:12 +0530",iiitd,ac.in,3,0,multipart/alternative,0,1,0,0,19,6094,0
3370,"Sat, 13 Feb 2016 18:31:14 +0000 (GMT)",ndtvecommerce,com,0,0,multipart/alternative,19,82,1,0,61,27352,1
3371,"Sat, 14 Jul 2018 11:13:27 +0530",bigbasket,in,0,0,text/html,5,16,0,0,70,7800,1
3372,"Fri, 01 Jun 2018 12:39:56 +0530",rs-components,co.in,0,0,multipart/alternative,6,50,0,0,40,18646,1
3373,"Tue, 06 Dec 2016 09:51:13 +0000",iiitd,ac.in,0,0,multipart/alternative,0,0,1,0,16,949,0
3374,"Sun, 28 Jan 2018 10:43:01 +0000",twitter,com,0,0,multipart/alternative,11,66,1,1,51,36838,1
3375,"Thu, 24 Mar 2016 13:24:08 +0530 (IST)",sampark,gov.in,0,0,text/html,22,52,0,0,24,30431,1
3376,"Sat, 3 Sep 2016 01:30:17 +0530",iiitd,ac.in,0,0,multipart/alternative,0,2,1,0,13,2069,0
3377,"Sun, 13 Sep 2015 07:17:19 +0000",usebackpack,com,0,0,multipart/alternative,4,19,0,0,35,26849,1
3378,"Thu, 21 Sep 2017 03:14:15 +0000",amazon,in,0,0,multipart/mixed,0,0,0,0,50,4,1
3379,"Fri, 27 Jul 2018 17:06:28 +0530",thomascook,in,0,0,multipart/alternative,9,25,0,0,25,7208,1
3380,"Sat,  8 Sep 2018 03:34:39 +0000",topcoder,com,0,0,multipart/alternative,35,94,1,1,66,127994,1
3381,"Fri, 10 Jun 2016 04:16:37 +0000 (GMT)",ndtvecommerce,com,0,0,multipart/alternative,10,95,1,0,114,31164,1
3382,"Fri, 5 Aug 2016 12:13:22 +0530",iiitd,ac.in,3,0,multipart/alternative,0,1,0,0,16,2127,0
3383,"Mon, 29 Aug 2016 22:54:31 +0530 (IST)",sampark,gov.in,0,0,text/html,20,56,0,0,30,35070,1
3384,"Tue, 30 May 2017 16:07:04 +0530",iiitd,ac.in,0,0,multipart/alternative,1,2,1,0,29,6926,0
3385,"Tue, 27 Sep 2016 19:48:53 -0700 (PDT)",quora,com,0,0,multipart/alternative,20,93,0,0,97,64652,1
3386,"Fri, 29 Sep 2017 13:49:38 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,22,62,0,1,66,63216,1
3387,"Mon, 8 May 2017 03:05:44 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,11,45,0,1,75,50471,1
3388,"Thu, 28 Apr 2016 11:08:20 +0530",iiitd,ac.in,6,0,multipart/mixed,0,6,1,0,41,1250496,0
3389,"Fri, 30 Sep 2016 03:10:58 -0700 (PDT)",quora,com,0,0,multipart/alternative,10,119,0,1,97,94723,1
3390,"Tue, 16 Oct 2018 07:58:48 +0000",centralesupelec,fr,0,0,text/html,0,3,0,0,23,4759,0
3391,"Thu, 24 Aug 2017 23:55:37 +0530",statebankrewardz,com,0,0,text/html,3,20,0,0,32,8601,1
3392,"Tue, 20 Nov 2018 20:37:35 +0530",thomascook,in,0,0,multipart/alternative,27,79,0,0,66,25837,1
3393,"Mon, 20 Aug 2018 13:07:09 +0000 (UTC)",iheartdogs-email,com,0,0,multipart/alternative,9,54,0,1,40,62113,1
3394,"Sun, 16 Aug 2015 19:39:09 +0530",iiitd,ac.in,0,0,multipart/alternative,0,8,1,0,33,5375,0
3395,"Mon, 17 Aug 2015 10:31:38 +0530",iiitd,ac.in,0,0,multipart/alternative,0,3,1,0,52,3433,0
3396,"Sat, 10 Feb 2018 09:33:19 +0100",reply,ebay.in,0,0,multipart/alternative,32,135,0,0,65,87199,1
3397,"Mon, 23 Feb 2015 18:54:59 +0000",youtube,com,0,0,multipart/alternative,16,67,0,0,89,51884,1
3398,"Tue, 23 May 2017 15:16:25 +0000",udacity,com,0,0,multipart/alternative,7,43,1,1,71,57379,1
3399,"Sun, 17 Jul 2016 12:33:55 -0700",email,nvidia.com,0,0,multipart/alternative,7,38,0,0,63,32593,1
3400,"Thu, 14 Jan 2016 04:27:32 -0500",usief,org.in,0,0,multipart/alternative,0,17,1,0,38,41573,1
3401,"Thu, 29 Jun 2017 11:10:11 +0530",coupondunia,in,1,0,multipart/alternative,4,20,0,0,132,23590,1
3402,"Sun, 16 Oct 2016 21:03:34 +0000",iiitd,ac.in,0,0,multipart/alternative,0,27,1,0,34,15706,0
3403,"Tue, 25 Jul 2017 13:46:52 +0530",statebankrewardz,com,0,0,text/html,5,23,0,0,57,8727,1
3404,"Sat, 30 Apr 2016 01:04:48 +0000",amazon,in,0,0,multipart/mixed,0,0,0,0,37,4,1
3405,"Sat, 27 Jan 2018 22:39:53 +0000",topcoder,com,0,0,multipart/alternative,14,61,0,1,58,109262,1
3406,"Thu, 23 Jun 2016 09:09:42 +0000",twitter,com,0,0,multipart/alternative,17,130,0,0,99,71102,1
3407,"Thu, 31 Aug 2017 18:16:48 +0530",statebankrewardz,com,0,0,text/html,4,23,0,0,45,8419,1
3408,"Wed, 2 Jul 2014 10:49:48 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,5,17,0,0,45,14654,1
3409,"Wed, 17 Sep 2014 05:13:32 +0000",twitter,com,0,0,multipart/alternative,10,94,0,0,101,47595,1
3410,29 May 2019 03:31:45 -0400,go,mathworks.com,0,0,multipart/alternative,17,109,0,1,65,82149,1
3411,"Sun, 4 Oct 2015 10:26:33 +0530",iiitd,ac.in,2,0,multipart/alternative,1,12,1,0,19,3951,0
3412,"Wed, 09 Mar 2016 09:33:06 +0000",usebackpack,com,0,0,multipart/alternative,4,19,0,0,38,27119,1
3413,"Fri, 12 Aug 2016 11:10:30 +0530",iiitd,ac.in,0,0,multipart/alternative,1,1,1,0,41,7261,0
3414,"Tue, 12 Jan 2016 18:19:34 +0530",iiitd,ac.in,0,0,multipart/mixed,0,24,1,0,37,15758670,0
3415,"Tue, 13 Dec 2016 15:59:32 +0530",iiitd,ac.in,3,0,multipart/alternative,0,0,1,0,20,2742,0
3416,"Mon, 01 Apr 2019 07:00:00 +0000 (UTC)",medium,com,0,0,multipart/alternative,28,164,1,0,108,73600,1
3417,"Sat, 13 May 2017 06:19:31 +0000",amazon,in,0,0,multipart/mixed,0,0,0,0,138,4,1
3418,"Mon, 22 Aug 2016 16:52:49 +0530",iiitd,ac.in,0,0,multipart/alternative,0,7,0,1,44,714,0
3419,"Sun, 9 Aug 2015 17:54:24 +0530",iiitd,ac.in,0,0,multipart/alternative,0,0,1,0,67,1258,0
3420,"Tue, 17 Jul 2018 15:28:30 +0000 (UTC)",flipkartletters,com,0,0,text/html,40,93,1,0,76,66931,1
3421,"Sat, 2 Dec 2017 09:42:08 +0100",reply,ebay.in,0,0,multipart/alternative,32,128,0,0,48,80877,1
3422,"Tue, 23 Aug 2016 19:07:42 -0700",e,linkedin.com,0,0,multipart/mixed,0,0,0,0,29,4,1
3423,"Fri, 11 Sep 2015 11:07:05 +0530",iiitd,ac.in,2,0,multipart/mixed,0,0,0,0,23,118243,0
3424,"Thu, 02 Nov 2017 15:27:38 +0000",notifications,pinterest.com,0,0,multipart/alternative,7,67,0,0,65,44054,1
3425,"Sun, 26 Feb 2017 12:00:49 -0800 (PST)",quora,com,0,0,multipart/alternative,10,107,0,1,69,96490,1
3426,"Mon, 02 Mar 2015 10:21:52 +0000",twitter,com,0,0,multipart/alternative,16,119,0,0,110,60748,1
3427,"Thu, 19 Oct 2017 08:31:50 +0000",mailer,netflix.com,0,0,multipart/alternative,4,38,0,0,51,29023,1
3428,"Fri, 17 Feb 2017 07:01:40 -0600",news,foodpanda.in,0,0,multipart/alternative,11,45,0,0,67,48691,1
3429,"Mon, 25 Aug 2014 08:00:55 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,56,179,0,1,36,98811,1
3430,"Fri, 28 Oct 2016 18:00:39 +0000",youtube,com,0,0,multipart/alternative,17,63,0,0,81,56693,1
3431,"Fri, 7 Jun 2019 14:17:17 +0530",iiitd,ac.in,3,0,multipart/mixed,0,1,0,0,34,592736,0
3432,"Thu, 20 Aug 2015 09:46:15 +0530",iiitd,ac.in,0,0,multipart/related,0,0,0,0,96,860461,0
3433,"Tue, 9 Aug 2016 22:56:07 +0530",iiitd,ac.in,19,0,multipart/alternative,0,0,1,0,46,8340,0
3434,"Fri, 8 Jan 2016 19:53:10 +0530",iiitd,ac.in,0,0,multipart/alternative,0,0,1,0,40,4552,0
3435,"Sun, 27 Mar 2016 13:50:55 +0530",careers360,org,0,0,multipart/alternative,0,18,1,0,83,4006,1
3436,"Sun, 17 Jan 2016 14:56:59 +0000",usebackpack,com,0,0,multipart/alternative,4,17,0,0,35,29949,1
3437,"Thu, 25 Oct 2018 15:37:56 +0000",topcoder,com,0,0,multipart/alternative,32,91,0,1,65,119424,1
3438,"Tue, 20 Sep 2016 22:02:00 +0530",statebankrewardz,com,0,0,text/html,4,13,0,0,68,7084,1
3439,"Tue, 1 Dec 2015 09:13:25 +0530",iiitd,ac.in,2,0,multipart/related,0,0,1,0,42,818178,0
3440,"Wed, 31 Aug 2016 10:28:56 -0700",mentor,com,0,0,multipart/alternative,3,17,0,0,58,5515,1
3441,"Thu, 29 Jun 2017 05:34:17 +0000",innerchef,com,0,0,multipart/alternative,8,48,0,0,55,50397,1
3442,"Sat, 20 Jan 2018 17:08:14 +0000",twitter,com,0,0,multipart/alternative,7,75,0,1,107,44894,1
3443,"Tue, 06 Feb 2018 12:12:08 +0000 (UTC)",udacity,com,0,0,multipart/alternative,13,50,1,0,70,76686,1
3444,"Mon, 4 Jan 2016 09:10:08 +0530",iiitd,ac.in,4,0,multipart/alternative,0,4,1,0,40,3629,0
3445,"Thu, 18 Feb 2016 03:02:33 +0000",youtube,com,0,0,multipart/alternative,26,94,0,0,66,78013,1
3446,"Fri, 22 Jan 2016 05:14:58 +0000 (UTC)",researchgate,net,0,0,multipart/alternative,3,31,0,1,41,25038,1
3447,"Wed, 16 Aug 2017 15:26:14 +0530",iiitd,ac.in,0,0,multipart/alternative,0,9,1,1,40,14284,0
3448,"Tue, 09 Sep 2014 22:15:14 +0000",twitter,com,0,0,multipart/alternative,9,97,0,0,59,48531,1
3449,"Wed, 30 Aug 2017 14:05:30 +0000 (UTC)",phonepe,com,0,0,text/html,12,27,0,0,47,21934,1
3450,"Fri, 07 Sep 2018 11:29:12 +0530",inoxmovies,com,0,0,multipart/alternative,5,21,0,0,52,5126,1
3451,"Wed, 14 Sep 2016 07:30:00 -0700",mentor,com,0,0,multipart/alternative,4,17,0,0,44,5278,1
3452,"Mon, 7 Aug 2017 23:56:59 +0530",iiitd,ac.in,2,0,multipart/mixed,0,0,0,0,39,149307,0
3453,"Sat, 03 Sep 2016 09:06:50 +0000",twitter,com,0,0,multipart/alternative,34,196,0,1,125,100053,1
3454,"Wed, 23 Aug 2017 02:14:09 +0000 (UTC)",flipkartletters,com,0,0,text/html,32,77,1,0,80,56936,1
3455,"Thu, 02 Oct 2014 23:35:30 +0000",youtube,com,0,0,multipart/alternative,23,87,0,0,216,61876,1
3456,"Wed, 5 Oct 2016 20:40:47 -0700",e,linkedin.com,0,0,multipart/mixed,0,0,0,0,56,4,1
3457,"Fri, 03 Nov 2017 06:27:11 +0000 (UTC)",udacity,com,0,0,multipart/alternative,12,51,1,1,61,87274,1
3458,"Sat, 30 Dec 2017 07:54:07 +0530",newsletter,speakingtree.in,0,0,multipart/alternative,12,88,1,0,47,38026,1
3459,"Sun, 2 Apr 2017 22:14:05 -0500 (CDT)",magento,com,0,0,multipart/alternative,6,34,0,0,49,15396,1
3460,"Thu, 06 Sep 2018 07:37:30 +0000",m,mail.coursera.org,0,0,multipart/alternative,19,109,1,0,95,77511,1
3461,"Mon, 22 Feb 2016 09:47:26 -0600 (CST)",magento,com,0,0,multipart/alternative,18,102,0,0,26,43893,1
3462,"Tue, 25 Sep 2018 20:15:49 +0000",xprize,org,0,0,multipart/alternative,3,24,0,0,69,48702,1
3463,"Thu, 18 Jan 2018 13:47:24 +0000",twitter,com,0,0,multipart/alternative,40,230,1,0,32,94095,1
3464,"Tue, 27 Jun 2017 10:39:30 -0400 (EDT)",edx,org,0,0,multipart/alternative,24,83,0,0,20,88209,1
3465,"Thu, 09 Nov 2017 10:22:13 +0000",iiitd,ac.in,0,0,multipart/mixed,0,10,1,1,58,2000002,0
3466,"Tue, 22 Aug 2017 08:13:21 -0700 (PDT)",quora,com,0,0,multipart/alternative,12,117,0,1,134,104350,1
3467,"Fri, 15 Dec 2017 23:34:18 +0000",topcoder,com,0,0,multipart/alternative,17,61,1,1,77,121976,1
3468,"Thu, 28 Jul 2016 12:40:53 +0530",referhire,com,0,0,multipart/alternative,4,17,0,0,37,9631,1
3469,"Thu, 23 Oct 2014 07:22:35 +0000 (UTC)",quora,com,0,0,multipart/alternative,0,108,1,0,71,79166,1
3470,"Thu, 14 Sep 2017 11:33:40 +0200",reply,ebay.in,0,0,multipart/alternative,35,126,0,0,75,83766,1
3471,"Sat, 14 Apr 2018 05:36:10 +0000",amazon,in,0,0,multipart/alternative,24,136,0,0,80,62351,1
3472,"Tue, 12 Jun 2018 11:23:55 -0500 (CDT)",magento,com,0,0,multipart/alternative,5,19,0,0,49,17629,1
3473,"Tue, 14 Feb 2017 11:37:03 +0530",iiitd,ac.in,3,0,multipart/alternative,0,1,1,0,59,9760,0
3474,"Thu, 25 Jan 2018 07:59:31 +0000 (UTC)",hackerearth,com,0,0,multipart/alternative,6,26,1,0,39,38672,1
3475,"Sat, 11 Feb 2017 00:11:00 +0000",amazon,in,0,0,multipart/alternative,6,116,0,0,33,54532,1
3476,"Thu, 04 Oct 2018 21:00:20 +0000",quora,com,0,0,multipart/alternative,6,14,0,0,78,13067,1
3477,"Wed, 20 Mar 2019 03:16:43 -0700",plus,google.com,0,0,multipart/alternative,0,4,0,0,47,4777,1
3478,"Fri, 8 Dec 2017 16:10:09 +0530",iiitd,ac.in,0,0,multipart/alternative,0,2,1,0,60,15342,0
3479,"Mon, 18 Dec 2017 04:28:47 -0800",donate,wfp.org,0,0,multipart/alternative,2,54,1,0,34,48794,1
3480,"Sat, 17 Feb 2018 12:24:55 +0000",twitter,com,0,0,multipart/alternative,38,219,0,0,129,93824,1
3481,"Thu, 17 Jan 2019 08:54:05 +0000",centralesupelec,fr,0,0,multipart/mixed,0,6,0,0,198,62863,0
3482,"Thu, 09 Aug 2018 01:31:32 +0000 (UTC)",flipkartletters,com,0,0,text/html,26,65,0,0,56,47495,1
3483,"Fri, 2 Oct 2015 23:28:32 +0530",iiitd,ac.in,0,0,multipart/alternative,1,5,1,0,35,3826,0
3484,"Wed, 29 May 2019 15:46:11 +0000",xprize,org,0,0,multipart/alternative,2,22,0,0,75,37271,1
3485,"Fri, 31 Mar 2017 08:43:45 +0530",iiitd,ac.in,2,0,multipart/alternative,0,15,1,0,43,7968,0
3486,"Fri, 19 May 2017 18:19:50 +0000",twitter,com,0,0,multipart/alternative,17,77,0,0,31,43547,1
3487,"Thu, 15 Feb 2018 11:10:30 +0000 (UTC)",codecademy,com,0,0,multipart/alternative,0,11,0,0,66,6878,1
3488,"Mon, 26 Sep 2016 20:04:54 +0530",statebankrewardz,com,0,0,text/html,4,18,0,0,150,10622,1
3489,"Thu, 25 Apr 2019 07:14:43 -0500 (CDT)",nvidia,com,0,0,multipart/alternative,20,65,0,1,43,66234,1
3490,"Tue, 22 Jan 2019 16:21:40 +0100",centralesupelec,fr,1,0,multipart/alternative,0,8,1,0,25,11475,0
3491,"Thu, 8 Oct 2015 11:37:36 +0530",iiitd,ac.in,1,0,multipart/alternative,0,0,0,1,22,1086,0
3492,"Thu, 11 Feb 2016 20:03:55 +0000 (GMT)",coupondunia,in,0,0,text/html,38,80,0,0,75,74056,1
3493,"Fri, 25 May 2018 16:19:25 +0000 (UTC)",datacamp,com,0,0,multipart/alternative,0,14,0,0,46,10087,1
3494,"Tue, 11 Aug 2015 16:19:39 +0530",iiitd,ac.in,1,0,multipart/alternative,0,4,1,0,46,18997,0
3495,"Fri, 12 Feb 2016 13:00:28 +0530",iiitd,ac.in,1,0,multipart/alternative,0,3,1,0,57,4278,0
3496,"Mon, 1 Feb 2016 10:52:41 +0530",iiitd,ac.in,0,0,multipart/alternative,2,6,1,0,80,8081,0
3497,"Fri, 14 Aug 2015 14:00:40 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,7,22,1,0,25,37169,1
3498,"Tue, 9 Sep 2014 13:35:46 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,19,71,0,1,132,59516,1
3499,"Fri, 12 Jan 2018 09:10:39 +0100",reply,ebay.in,0,0,multipart/alternative,5,85,0,0,108,38803,1
3500,"Sun, 11 Jan 2015 04:31:38 -0800 (PST)",plus,google.com,0,0,multipart/alternative,14,43,0,0,35,15350,1
3501,"Mon, 30 Jan 2017 17:40:19 +0530",iiitd,ac.in,0,0,text/plain,0,0,0,0,6,864,0
3502,"Mon, 2 Oct 2017 17:28:00 -0500 (CDT)",nvidia,com,0,0,multipart/alternative,5,24,0,0,77,35564,1
3503,"Thu, 07 Jun 2018 10:41:45 -0700 (PDT)",quora,com,0,0,multipart/alternative,14,105,0,1,72,104955,1
3504,"Mon, 5 Sep 2016 14:22:58 +0530",iiitd,ac.in,4,0,multipart/alternative,0,9,1,0,67,6330,0
3505,"Fri, 26 May 2017 18:17:45 +0000",topcoder,com,0,0,multipart/alternative,8,43,1,0,56,50549,1
3506,"Wed, 20 Sep 2017 13:34:13 +0000 (UTC)",datacamp,com,0,0,multipart/alternative,8,35,0,0,18,40823,1
3507,"Sun, 28 Jun 2015 10:58:36 +0000",twitter,com,0,0,multipart/alternative,8,49,0,0,62,41432,1
3508,"Wed, 15 Nov 2017 00:05:58 +0000",amazon,in,0,0,multipart/alternative,9,151,1,0,48,73653,1
3509,"Fri, 24 Jun 2016 20:20:06 -0700 (PDT)",quora,com,0,0,multipart/alternative,14,70,0,0,150,44450,1
3510,"Wed, 21 Nov 2018 17:47:57 +0000",kaggle,intercom-mail.com,0,0,multipart/alternative,4,12,0,1,35,17353,1
3511,"Tue, 12 Apr 2016 09:57:35 +0530",iiitd,ac.in,1,0,multipart/mixed,0,0,0,0,50,184049,0
3512,"Thu, 8 Mar 2018 14:14:59 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,1,34,0,0,45,23392,1
3513,"Thu, 3 Sep 2015 04:55:57 +0530",iiitd,ac.in,2,0,multipart/alternative,5,21,1,0,16,36054,0
3514,"Sun, 28 Aug 2016 02:53:31 +0000",flipkartletters,com,0,0,text/html,33,125,0,0,37,60672,1
3515,"Fri, 7 Jul 2017 06:05:07 +0000",redwolf,in,0,0,multipart/alternative,8,27,0,0,23,5927,1
3516,"Thu, 21 Feb 2019 07:17:38 +0000 (GMT)",pbmails,payback.in,0,0,multipart/alternative,1,10,0,0,91,5174,1
3517,"Thu, 26 Apr 2018 21:00:00 -0700",mentor,com,0,0,multipart/alternative,2,13,1,0,83,6256,1
3518,"Tue, 15 Apr 2014 19:23:43 +0100",ZOONIVERSE,ORG,0,0,multipart/alternative,0,18,0,0,37,4883,0
3519,"Wed, 16 Jan 2019 19:19:07 +0100",centralesupelec,fr,0,0,multipart/alternative,0,11,1,0,53,4947,0
3520,"Sat, 9 Jul 2016 20:55:52 +0530",iiitd,ac.in,3,0,multipart/alternative,0,0,1,0,15,6041,0
3521,"Sat, 12 Aug 2017 17:12:23 +0000",twitter,com,0,0,multipart/alternative,17,77,0,1,33,43501,1
3522,"Sat, 18 Feb 2017 18:22:55 +0530",iiitd,ac.in,3,0,multipart/alternative,0,0,1,0,47,1296,0
3523,"Mon, 4 Apr 2016 05:25:19 -0000",crm,sdconnect.in,0,0,multipart/alternative,27,122,0,0,48,23312,1
3524,"Fri, 07 Jul 2017 11:52:10 +0000 (UTC)",hackerearth,com,0,0,multipart/alternative,2,10,1,0,47,9015,1
3525,"Wed, 07 Jun 2017 11:13:31 -0700",mentor,com,0,0,multipart/alternative,4,14,0,0,37,6943,1
3526,"Thu, 18 Aug 2016 00:13:07 +0000",amazon,in,0,0,multipart/mixed,0,0,0,0,37,4,1
3527,"Mon, 4 Apr 2016 23:21:08 +0530",iiitd,ac.in,2,0,multipart/alternative,0,0,1,0,30,4551,0
3528,"Wed, 26 Oct 2016 19:11:29 -0700",e,linkedin.com,0,0,multipart/mixed,0,0,0,0,40,4,1
3529,"Wed, 3 Feb 2016 23:59:03 +0530",iiitd,ac.in,0,0,multipart/alternative,0,0,1,0,22,1903,0
3530,"Mon, 5 Oct 2015 12:10:11 +0530",iiitd,ac.in,0,0,multipart/related,0,0,0,0,88,4309359,0
3531,"Wed, 8 Nov 2017 13:32:20 +0530",iiitd,ac.in,4,0,multipart/alternative,0,14,0,0,124,15663,0
3532,"Thu, 27 Sep 2018 10:27:39 +0000 (UTC)",researchgatemail,net,0,0,multipart/alternative,4,25,0,1,113,25137,1
3533,"Thu, 5 May 2016 17:18:23 +0530",iiitd,ac.in,2,0,multipart/alternative,0,8,1,0,29,21167,0
3534,"Thu, 20 Apr 2017 05:00:00 -0700",mentor,com,0,0,multipart/alternative,4,14,0,0,64,6815,1
3535,"Tue, 12 Jan 2016 21:53:31 +0530",iiitd,ac.in,1,0,multipart/related,0,10,0,0,31,527591,0
3536,"Sat, 23 Jan 2016 12:59:16 +0530",iiitd,ac.in,0,0,multipart/mixed,0,8,0,0,57,565373,0
3537,"Fri, 5 Oct 2018 00:11:39 +0000",amazon,in,0,0,multipart/alternative,28,244,1,0,106,117873,1
3538,"Thu, 3 Aug 2017 17:32:13 +0530",iiitd,ac.in,3,0,multipart/alternative,0,3,1,0,69,62886,0
3539,"Fri, 1 Jul 2016 13:01:01 +0530",iiitd,ac.in,2,0,multipart/alternative,0,1,1,0,25,2496,0
3540,"Fri, 03 Oct 2014 05:12:11 +0000",twitter,com,0,0,multipart/alternative,7,90,0,0,99,44547,1
3541,"Sat, 2 Dec 2017 13:02:52 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,7,29,0,0,36,27025,1
3542,"Tue, 24 Oct 2017 07:04:43 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,4,41,0,0,29,30011,1
3543,"Wed, 11 May 2016 07:18:41 -0000",crm,sdconnect.in,0,0,multipart/alternative,22,111,0,0,32,21366,1
3544,"Sun, 26 Feb 2017 00:53:33 +0000",amazon,in,0,0,multipart/mixed,0,0,0,0,55,4,1
3545,"Wed, 24 May 2017 09:07:42 +0000",twitter,com,0,0,multipart/alternative,26,197,0,0,96,96572,1
3546,"Wed, 01 Nov 2017 12:19:21 +0000 (UTC)",udacity,com,0,0,multipart/alternative,8,42,0,0,30,57404,1
3547,"Thu, 29 Jun 2017 10:28:38 +0000",amazon,in,0,0,multipart/alternative,12,164,0,0,20,70461,1
3548,"Wed, 02 Jul 2014 04:20:45 +0000",youtube,com,0,0,multipart/alternative,23,76,0,0,102,53348,1
3549,"Thu, 15 Jan 2015 21:34:34 +0000",youtube,com,0,0,multipart/alternative,19,75,0,0,90,56371,1
3550,"Tue, 16 Feb 2016 21:56:45 +0530",iiitd,ac.in,1,0,text/plain,0,2,0,0,98,1299,0
3551,"Fri, 1 Jul 2016 18:04:43 +0530",iiitd,ac.in,4,0,multipart/alternative,0,9,1,0,49,7191,0
3552,"Thu, 21 Jan 2016 16:51:39 +0000",iiitd,ac.in,0,0,multipart/alternative,2,8,0,0,80,4982,0
3553,"Mon, 18 Aug 2014 09:03:03 +0000 (UTC)",quora,com,0,0,multipart/alternative,1,13,1,0,47,4902,1
3554,"Wed, 15 Mar 2017 15:28:56 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,16,66,0,1,35,65057,1
3555,"Mon, 12 Nov 2018 17:00:15 +0000",centralesupelec,fr,0,0,text/html,1,4,1,0,190,11477,0
3556,"Thu, 04 Dec 2014 02:44:36 +0000",youtube,com,0,0,multipart/alternative,22,79,0,0,75,59028,1
3557,"Fri, 16 Sep 2016 12:50:14 +0530",iiitd,ac.in,3,0,multipart/mixed,2,0,0,0,41,107059,0
3558,"Wed, 12 Oct 2016 22:24:19 +0000",youtube,com,0,0,multipart/alternative,18,72,0,0,74,58287,1
3559,"Fri, 09 Feb 2018 16:12:41 +0530",inoxmovies,com,0,0,multipart/alternative,8,30,0,0,65,6734,1
3560,"Fri, 17 Mar 2017 08:01:57 +0530 (IST)",indiatimes,com,0,0,text/html,9,132,0,0,47,87526,1
3561,"Mon, 10 Nov 2014 13:57:24 +0000",mail,goodreads.com,0,0,multipart/mixed,0,0,0,0,59,4,1
